Continue
Speed: 13107
35029443,0.00,440.30
35131428,0.00,478.10
35233418,0.00,515.89
35335405,0.00,553.36
35437392,0.00,591.16
35539381,0.00,628.79
35641370,0.00,666.42
35743358,0.00,704.22
35845345,0.00,742.02
35947334,0.00,779.98
36049320,0.00,817.94
36151308,0.00,855.73
36253296,0.00,893.53
36355286,0.00,931.49
36457274,0.00,969.45
Speed: 32763
37060530,0.00,0.00
37162347,0.00,12.93
37264246,0.00,37.80
37366147,0.00,68.72
37468042,0.00,102.92
37570030,0.00,139.08
37672019,0.00,176.22
37774006,0.00,213.69
37875997,0.00,251.32
37977986,0.00,285.19
38079971,0.00,313.33
38181959,0.00,336.40
38283948,0.00,355.22
38385941,0.00,369.62
38487929,0.00,380.91
38589916,0.00,389.42
38691899,0.00,395.63
38793889,0.00,399.56
38895875,0.00,400.87
38997862,0.00,401.03
39099852,0.00,401.03
39201838,0.00,401.03
39303819,0.00,401.03
39405806,0.00,401.03
39507791,0.00,401.03
